baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene
3690.934544,-0.460580515,0.130524927,-3.528678595,0.00041764,0.004909591,RPL7
5398.712529,-0.310307523,0.68236273,-0.454754501,0.649285866,0.837091673,SFRP1
4633.003799,-0.895638428,0.447493606,-2.001455252,0.045343352,0.153760468,HAS2
14707.50331,-0.039450951,0.266324193,-0.148131306,0.882239143,0.960297339,PABPC1
3699.017667,-0.303849623,0.19720796,-1.54075739,0.123375843,0.299384501,RPS20
15799.03304,0.456385244,0.248701855,1.835069722,0.06649536,0.201582006,CTSB
46431.07049,1.236717079,0.37780986,3.273384869,0.001062677,0.010221018,PLAT
13390.29411,0.038061961,0.424817764,0.089595973,0.928608284,0.963863423,ADAM9
17705.25476,0.209919486,0.509311975,0.412162871,0.680220049,0.860852646,PLEC
9850.083889,-0.345449259,0.139025842,-2.484784516,0.012962987,0.065936734,RPL8
4281.736254,0.39562179,0.136457886,2.899222617,0.003740892,0.024133314,EXT1
10340.09783,-0.38856664,0.137345517,-2.829117753,0.004667652,0.02904927,RPS6
3860.222226,0.878129345,1.072257707,0.818953634,0.412812868,0.667822651,COL15A1
5467.700313,0.68153746,0.273668344,2.490377409,0.012760751,0.065538226,PALM2AKAP2
12140.61271,0.085716283,0.251707924,0.340538674,0.733450904,0.876701457,ANXA1
5473.924371,-1.113505291,0.698218237,-1.594781161,0.110761181,0.282705261,PTGS1
3578.227752,-0.370573686,0.123255815,-3.006541195,0.002642382,0.01968761,RPL35
23875.61643,0.731401757,0.414242744,1.765635648,0.077456995,0.223905741,COL5A1
9111.640939,0.395880244,1.11559989,0.354858626,0.722695506,0.876701457,PAPPA
5848.368956,-0.482899485,0.16296617,-2.963188524,0.0030447,0.021192717,RPL12
10780.1313,0.017263282,0.13028157,0.132507479,0.894582908,0.962377883,NIBAN2
3990.896651,0.856051202,0.230971723,3.706303055,0.000210307,0.00292769,CERCAM
5920.518738,-0.546279023,0.108146852,-5.051270701,4.39E-07,1.55E-05,HNRNPK
8633.21609,-0.28795247,0.259500552,-1.109641069,0.267153727,0.515782195,TPM2
12315.96673,0.022174004,0.244391846,0.090731359,0.927706052,0.963863423,TLN1
4664.047826,-1.088585724,0.320287089,-3.398781163,0.000676869,0.007161269,TUBB4B
8395.006566,1.401448465,0.272446844,5.143933561,2.69E-07,1.09E-05,B4GALT1
6931.274324,0.26472484,0.222394823,1.19033724,0.23391387,0.468713777,ENG
8237.081198,-0.475673942,0.090022626,-5.283937632,1.26E-07,5.57E-06,RPL7A
6799.171195,-0.11540785,0.278197991,-0.414840704,0.67825852,0.860852646,SURF4
16369.33584,0.077489501,0.208412488,0.37180834,0.710035554,0.876173052,HSPA5
6153.639003,-0.109674627,0.26578849,-0.412638739,0.679871314,0.860852646,SPTAN1
4946.584077,-0.166604874,0.180043367,-0.925359688,0.35477884,0.605412924,VCP
10208.48147,-0.868323279,1.223003409,-0.709992526,0.477708771,0.715584257,IL33
4494.636619,-0.157848303,0.315804136,-0.499829754,0.617194958,0.810164101,IARS1
5310.56396,-0.291217422,0.107259126,-2.715082933,0.006625918,0.038945671,CAPRIN1
13205.41886,1.4709311,0.40086039,3.669434886,0.000243087,0.003214829,FTH1
11361.36871,0.125120824,0.184459382,0.678310978,0.49757454,0.725115514,CD59
22452.44373,0.004667156,0.594790855,0.007846718,0.993739289,0.995621371,AHNAK
6541.159288,0.678979498,0.331130085,2.050491723,0.040316471,0.146078171,NEAT1
24745.72222,0.801420287,0.295915972,2.708269794,0.006763502,0.039317498,CCND1
7170.018863,0.090651601,0.531960571,0.170410377,0.864687412,0.948103811,PICALM
10252.0255,1.210010689,0.40801597,2.965596393,0.003020967,0.021192717,PRSS23
4445.807903,-0.214526548,0.188454636,-1.138345821,0.254976108,0.4995643,ARCN1
20225.49232,0.397552629,0.109038717,3.645976776,0.000266378,0.003436926,LDHA
17453.1243,-0.619625472,0.123910379,-5.000593788,5.72E-07,1.78E-05,HSPA8
5462.825485,-0.249723673,0.321169958,-0.777543685,0.436838072,0.685719109,CLMP
6899.542586,-0.372691794,0.16074538,-2.318522579,0.020420937,0.088546523,RPS3
10300.96433,-0.071443782,0.331804057,-0.215319192,0.829518467,0.927727842,SERPINH1
4266.319252,-0.178552568,0.181353407,-0.984555906,0.324842258,0.576649511,RPLP2
6116.387415,0.371956199,0.11528677,3.226356312,0.001253772,0.011054087,CD151
5611.345301,0.51599777,0.245931848,2.09813318,0.035893382,0.134663824,CD81
6301.997637,0.399010263,0.697459893,0.572090621,0.567260583,0.765512368,THY1
4701.671664,0.118326114,0.896536802,0.131981324,0.894999064,0.962377883,CD248
4318.029566,-0.058085274,0.455948566,-0.127394357,0.898628282,0.962377883,TAGLN
4101.74127,0.334685462,0.258487825,1.294782306,0.195395337,0.410175133,PARVA
14758.11544,-0.509729594,0.142942834,-3.565968141,0.000362515,0.004459783,EIF4G2
19054.64081,-0.09281366,0.283044471,-0.327911936,0.742978249,0.87731137,CD44
4816.469694,0.483783063,0.264185498,1.831224903,0.067066981,0.201582006,LTBP3
10389.29715,-0.229404923,0.123814853,-1.852806165,0.063910146,0.198873337,CFL1
17474.08298,-0.923139436,0.738389032,-1.250207405,0.211223792,0.431418479,MMP1
5296.369334,0.085987969,0.12641673,0.680194535,0.496381292,0.725115514,CTTN
12856.61221,0.20142251,0.285967116,0.704355497,0.481211413,0.715584257,APLP2
3569.26387,-0.515899338,0.102852456,-5.015916581,5.28E-07,1.75E-05,IPO7
4033.563682,0.026185208,0.154782956,0.169173719,0.865660001,0.948103811,DDB1
8304.222697,-0.105758263,0.162784449,-0.649682839,0.515897111,0.738262327,GANAB
4075.412754,0.135320369,0.405026118,0.334102821,0.738301971,0.876701457,HYOU1
4354.886279,-0.288306649,0.13811007,-2.087513596,0.036841733,0.137248429,RPL27A
7257.142187,-0.313301241,0.225711866,-1.388058353,0.165119277,0.367008813,MICAL2
43465.62601,-0.294772762,0.469632373,-0.627667041,0.53022208,0.745713856,VIM
7580.710936,-0.364172485,0.290100329,-1.255332895,0.209357938,0.42926492,NRP1
5146.352667,-0.235378228,0.150357069,-1.565461667,0.117474699,0.291756411,KIF5B
6249.361269,-0.339547035,0.134651285,-2.521676904,0.011679693,0.061173838,RPS24
9443.911427,0.216698376,0.271851386,0.797120732,0.425380917,0.673732051,MYOF
5757.360874,-0.316926927,0.097102397,-3.263842475,0.001099123,0.010382783,EIF3A
4684.273125,0.146745502,0.252345417,0.581526322,0.560885783,0.762731013,TM9SF3
4281.411762,-0.046978146,0.231780328,-0.202683924,0.839382089,0.933544964,ADD3
5341.291053,-0.151238501,0.233861523,-0.646701088,0.517825419,0.738262327,VCL
3934.028158,-0.226439408,0.159309311,-1.421382137,0.155205697,0.350623117,PFKP
41501.27497,-0.06883973,0.308691596,-0.223004872,0.823531714,0.924943263,ITGB1
15079.92713,0.731804403,0.129092699,5.668828735,1.44E-08,1.27E-06,PSAP
5474.354377,0.762068827,0.331030623,2.302109756,0.021328983,0.090992195,PAPSS2
6019.420753,1.151214735,0.292234593,3.939351335,8.17E-05,0.001490361,P4HA1
9298.639268,0.852115026,0.323401419,2.63485247,0.008417386,0.046383304,MFAP5
4153.674625,-0.132460335,0.252005304,-0.525625186,0.599148654,0.794359994,BCAT1
13085.5484,0.025674676,0.325741299,0.078819223,0.937176413,0.963863423,SLC38A2
5990.014984,0.587772618,0.361914219,1.624066113,0.104361699,0.273303658,LIMA1
12601.1193,0.333506392,0.186662728,1.786679085,0.073989371,0.216245179,ITGA5
7604.747554,0.470076863,0.358577293,1.31094989,0.189874694,0.406654709,IGFBP6
6759.806164,-0.171516485,0.235404055,-0.728604631,0.466243545,0.708743779,TMBIM6
14284.71733,0.293071147,0.185634316,1.578755232,0.114392211,0.287360633,CKAP4
20261.06551,0.751065272,0.345452913,2.17414659,0.029694128,0.117225326,LRP1
4322.253398,0.085791597,0.195340432,0.439190167,0.660523749,0.848099669,NCOR2
9630.017804,-0.418034064,0.172557071,-2.422584374,0.015410547,0.071510344,RPLP0
3632.810437,-0.211172091,0.217407627,-0.971318687,0.331389606,0.582408975,PTPN11
7346.415401,-0.135526864,0.551352027,-0.245808227,0.805830688,0.918716453,DCN
6759.250147,0.142323351,0.149960156,0.94907444,0.342582753,0.596139067,TPI1
5692.194687,-0.176508559,0.164861475,-1.070647701,0.284327867,0.535264916,NAP1L1
4600.518366,-0.029903478,0.241527804,-0.123809672,0.901465974,0.962377883,TMED2
7445.11975,-0.438942723,0.434835217,-1.009446121,0.312760729,0.566611046,EMP1
5353.106602,-0.202229432,0.129902484,-1.556778791,0.119523014,0.292560813,CORO1C
10249.33927,0.350127008,0.209321092,1.672679065,0.094390493,0.2521847,CD63
6376.558635,-0.037845254,0.157242193,-0.240681294,0.809802138,0.919281826,ATP5F1B
27693.53719,-0.008471566,0.16643671,-0.050899623,0.959405506,0.972271097,GAPDH
9091.824594,0.30145029,0.176222465,1.710623504,0.087150637,0.241375325,TXNRD1
4394.34578,-1.146430589,0.299858597,-3.823237355,0.000131711,0.002111365,HNRNPA1
3777.690074,0.483861351,0.192302997,2.516140463,0.011864789,0.061534051,GNS
6702.291684,0.087252617,0.119282636,0.731477944,0.464487271,0.708743779,UBC
23071.05052,0.064790113,0.31135075,0.208093648,0.835155847,0.932062116,HSP90B1
5021.294465,-0.422467032,0.230452874,-1.833203571,0.066772303,0.201582006,TUBA1A
8398.651211,-0.109109929,0.239867335,-0.454876148,0.649198343,0.837091673,MYL6
6935.257746,-0.033643662,0.435021732,-0.077337889,0.93835475,0.963863423,PHLDA1
4079.749215,-0.455864533,0.113034223,-4.032977992,5.51E-05,0.001079051,RPL6
3724.946562,-0.272160697,0.07274606,-3.741243138,0.000183112,0.002690733,SLC25A3
5204.28015,-0.223467702,0.173715484,-1.286400595,0.198303291,0.414634154,ATP2A2
21024.74528,0.361537355,1.186169604,0.30479398,0.760523066,0.894037116,POSTN
3972.045053,-0.223792347,0.217265492,-1.030040916,0.302990799,0.557480755,IPO5
5613.094698,0.68444603,0.183502097,3.729908495,0.000191549,0.002738638,LMO7
5881.049794,0.808758832,0.952340152,0.849233155,0.395751568,0.660594293,COL4A2
5918.899472,0.356822746,0.115029583,3.10200852,0.001922124,0.015320266,LAMP1
5113.261195,1.80503016,1.180777778,1.528678972,0.126344048,0.30324772,COL4A1
7547.288127,0.846048741,0.28527045,2.96577771,0.003019186,0.021192717,ITM2B
12365.75145,-0.082182243,0.138984612,-0.591304617,0.554316337,0.759671871,TPT1
13015.73585,0.321024316,0.238509594,1.34595976,0.178315494,0.386593838,LTBP2
4248.25072,-0.127139554,0.14312713,-0.888298073,0.374380436,0.633645979,CALM1
4385.882347,0.476038179,0.111878215,4.25496761,2.09E-05,0.000460846,SEL1L
4269.477161,-0.075136708,0.591295048,-0.127071432,0.898883862,0.962377883,WARS1
4341.35126,-0.392340195,0.180165918,-2.177660461,0.029431325,0.117061434,KTN1
6975.197922,0.581415852,0.254615312,2.283507016,0.02240052,0.093386324,LRP10
5605.427356,0.068539427,0.14589958,0.469771243,0.638518462,0.834015473,TMED10
4116.514829,0.227875069,0.353488264,0.644646773,0.519156117,0.738262327,FRMD6
15933.75049,-0.569835946,0.173548426,-3.283440581,0.001025483,0.010045931,HSP90AA1
5354.062858,0.833084212,0.41216952,2.021217415,0.043257264,0.149900689,MEG3
3956.603808,-0.607651441,0.186925486,-3.250768278,0.001150936,0.010497332,HNRNPC
34096.71934,0.037571565,0.37166759,0.10108916,0.919479683,0.963863423,MMP14
3971.299551,-0.098466941,0.213796894,-0.46056301,0.645112155,0.837091673,SEC23A
7418.448777,0.174896069,0.209523003,0.834734454,0.403867238,0.663496176,DYNC1H1
7900.672949,0.067492408,0.237839075,0.283773421,0.776584024,0.904371817,ACTN1
10403.09254,-0.008570872,0.333990728,-0.025662005,0.97952693,0.986989992,HIF1A
37124.84092,2.188069946,0.489278622,4.472032598,7.75E-06,0.000178203,THBS1
12415.55451,-0.394656289,0.123425206,-3.197533978,0.001386081,0.012020275,RPL4
10593.8419,-0.03064917,0.390384953,-0.078510122,0.937422279,0.963863423,ISLR
4673.830779,0.530877361,0.230035477,2.307806465,0.021009903,0.090359665,MAP1A
8277.765258,1.196501171,0.624043861,1.917335057,0.055195379,0.180236762,CEMIP
4039.882398,0.392537998,0.161762319,2.42663434,0.015239607,0.071510344,ADAM10
13628.47798,0.264146864,0.176951178,1.492766916,0.13549821,0.315764552,PDIA3
8893.828636,0.130203467,0.674325591,0.193086944,0.846890878,0.935292848,TPM1
10316.13756,-0.771295377,0.455519708,-1.693220651,0.090413475,0.24910796,ANPEP
27362.38349,-0.168390836,0.171849701,-0.979872731,0.327148945,0.57747926,ANXA2
9798.804007,-0.192761478,0.147940024,-1.302970437,0.192584855,0.408728521,RPLP1
7280.727675,0.020480996,0.212179737,0.096526635,0.923102321,0.963863423,B2M
4717.047768,1.111550922,0.733180798,1.516066604,0.129502512,0.308453589,FURIN
35243.77055,0.192682502,0.196780229,0.979176123,0.327492964,0.57747926,PKM
33444.90156,0.274945392,0.275650351,0.997442563,0.31854974,0.571229873,FBN1
7544.790353,-0.054591866,0.161154597,-0.338754633,0.73479458,0.876701457,IQGAP1
8884.690088,-0.577762102,0.236301055,-2.445025489,0.014484191,0.070945711,RPS2
4003.592759,-0.116909382,0.276244219,-0.42321024,0.672141876,0.85677844,MVP
27980.15982,0.264762584,0.322681268,0.820508066,0.411926533,0.667822651,MMP2
12397.93406,0.414499554,0.31853096,1.301284979,0.193160927,0.408728521,CDH11
4279.49063,0.073195326,0.190790197,0.383643011,0.701243057,0.87138358,PIEZO1
3943.24018,-0.147914818,0.183074673,-0.807948012,0.419120511,0.668799309,COTL1
3943.001519,0.363545118,0.389738216,0.932793096,0.350926806,0.602728184,VASN
10489.70131,-0.236411176,0.389092462,-0.607596391,0.543455195,0.75214876,MT2A
6405.868062,0.334374501,0.199353879,1.677291176,0.093485557,0.2521847,GLG1
6582.773298,-0.308932062,0.145797148,-2.118917042,0.034097478,0.128839758,RPL13
6811.572375,-0.061877235,0.233309834,-0.265214863,0.790843946,0.909470538,SRRM2
7074.508783,-0.589563641,0.159717948,-3.691279845,0.000223128,0.003026538,PFN1
4253.835054,0.225743637,0.206831707,1.091436315,0.27508094,0.525335081,KIF1C
4047.174171,-0.044800154,0.155972229,-0.287231605,0.773934988,0.903778385,AP2B1
4751.139811,-1.038503573,1.215649006,-0.854279129,0.392950349,0.659907094,CCL2
4924.754623,-0.432971283,0.128886265,-3.359328344,0.000781322,0.008025507,RPL23
10527.9455,0.315264475,0.181109499,1.740739589,0.081729236,0.231632212,FKBP10
5205.113631,-0.025248244,0.209694043,-0.120405156,0.904162207,0.962377883,LASP1
5739.339914,-0.11984725,0.157755988,-0.759700166,0.44743383,0.692083321,ACLY
5757.046701,0.040302241,0.487051589,0.082747375,0.934052414,0.963863423,VAT1
18743.41861,0.693686159,0.376491491,1.84250156,0.065401819,0.201148616,IGFBP4
4686.904985,-0.304855478,0.215607524,-1.413937105,0.15738037,0.352772101,EIF1
9037.549994,-0.095734774,0.087187455,-1.098033818,0.272189722,0.523594048,CLTC
7748.773587,0.555522668,0.138892163,3.999668927,6.34E-05,0.001198396,NFE2L1
14333.55806,0.677880454,0.245038102,2.766428768,0.005667396,0.033685986,TIMP2
4603.453477,0.016366367,0.254550507,0.064295166,0.948735202,0.968502484,MYO1C
4049.581794,-0.383027797,0.200979969,-1.905800858,0.056676048,0.182814812,PRPF8
3828.228458,-0.409134485,0.12928665,-3.164553213,0.001553213,0.013041344,RPL27
4279.210916,0.108811988,0.239224055,0.454853872,0.64921437,0.837091673,MPRIP
3585.024163,0.275598873,0.49411841,0.557758764,0.577009125,0.772753992,MYH10
3996.805792,-0.454270645,0.168089931,-2.702545259,0.006881082,0.039566219,EIF5A
4997.425602,-0.532478774,0.225880962,-2.357342424,0.018406265,0.082336305,KPNB1
6400.086818,-0.241851154,0.072051103,-3.356661371,0.000788897,0.008025507,DDX5
8273.412223,-0.353174585,0.12560642,-2.811755833,0.004927189,0.030163891,RPL19
17262.19517,-0.017325075,0.200379226,-0.086461433,0.931099613,0.963863423,CAVIN1
4046.141912,-0.172068236,0.122683374,-1.402539155,0.160754307,0.358814465,ARHGDIA
42346.06144,-0.138522453,0.165860529,-0.835174313,0.40361957,0.663496176,ACTG1
20044.67827,0.41631378,0.173468111,2.399944163,0.016397573,0.074778587,P4HB
4623.560604,-0.150370397,0.240284096,-0.625802536,0.531444469,0.745713856,PRKAR1A
5717.161243,-0.475543836,0.246491283,-1.929252144,0.053699568,0.178660826,SEPTIN9
6171.622152,-0.447061861,0.095456817,-4.68339375,2.82E-06,7.11E-05,YWHAE
229208.3551,0.361725368,0.467296886,0.774080416,0.438883238,0.686891221,COL1A1
8955.94733,0.101314554,0.193719847,0.522995218,0.600977581,0.794792851,MRC2
4297.995585,0.627210942,0.209157438,2.998750363,0.002710893,0.019917535,GRN
3885.762643,0.144862841,0.261444767,0.554085831,0.579520106,0.773058187,ACADVL
6279.879001,0.310581227,0.186735079,1.66321844,0.096268718,0.25591031,LMAN1
6434.302064,0.538396949,0.327968074,1.641613903,0.100670045,0.266272268,CDH2
4056.017452,-0.552499207,0.26754663,-2.065057621,0.038917549,0.141981953,TUBB6
3596.019877,-0.042963066,0.129864947,-0.330828814,0.740773795,0.876701457,MYL12A
5062.573348,-0.056740453,0.157280016,-0.360760729,0.718278322,0.876701457,MYL12B
3689.847323,1.293043744,0.717504181,1.802141058,0.071523215,0.212014732,GALNT1
8001.900332,-0.13651812,0.098795179,-1.38182977,0.167023976,0.369689051,RRBP1
4692.820652,-0.148341789,0.369009752,-0.401999643,0.687684289,0.868221931,DSTN
4867.884069,-0.14326689,0.08501411,-1.685213081,0.091947468,0.251654959,YWHAB
6144.333263,0.939461635,1.396169715,0.672884983,0.501020467,0.728131392,TGM2
13169.26303,0.455244606,0.377417795,1.206208643,0.227737052,0.458071866,PTGIS
3808.535201,0.207669378,0.338633383,0.613257252,0.539706254,0.75214876,SERINC3
6346.454435,0.029739313,0.13572173,0.219119758,0.82655676,0.926373996,RPN2
4850.746766,0.156813657,0.409434181,0.383000893,0.701719102,0.87138358,FKBP1A
7702.153394,0.55714908,0.447222139,1.245799418,0.212838043,0.433043557,PRNP
4462.716481,0.058368963,0.247564413,0.235772833,0.81360895,0.919656271,NORAD
9503.339049,0.086608799,0.11771902,0.73572477,0.461898212,0.708243925,GNAS
4807.526329,-0.093948745,0.254671637,-0.368901484,0.712201157,0.876173052,OAZ1
31287.47129,-0.280110695,0.127032095,-2.205038782,0.027451373,0.110853255,EEF2
15979.12704,-0.283632281,0.147488322,-1.923082969,0.054469631,0.178971644,TPM4
5075.454002,-0.237790472,0.162149234,-1.466491489,0.142514438,0.329214576,RPS19
3778.436261,0.303273586,0.193062985,1.570853083,0.116216779,0.289993754,GPI
4362.34951,-0.1080476,0.150838855,-0.716311456,0.473799055,0.715584257,CALM3
8281.041842,0.137953684,0.353239354,0.390538831,0.696138148,0.870141044,EHD2
22258.07414,0.933288734,0.32409204,2.879702734,0.003980503,0.025369711,FTL
6115.618564,-0.305176528,0.143848897,-2.121507602,0.033879109,0.128839758,RPL28
5807.580983,-0.273756065,0.338852241,-0.807892148,0.419152672,0.668799309,AXL
5456.031768,0.035265858,0.355955629,0.099073746,0.921079717,0.963863423,NFIX
4116.009531,-0.483202782,0.100104813,-4.826968547,1.39E-06,3.86E-05,RPL18
6721.54086,-0.265305917,0.143849648,-1.844327882,0.06513537,0.201148616,RPS11
5931.742552,0.254746201,0.142406508,1.788866282,0.073636353,0.216245179,RCN3
10682.65002,-0.28191436,0.153246526,-1.839613383,0.065825018,0.201279969,RPL13A
3627.93425,-0.003465274,0.279164847,-0.012413003,0.990096111,0.993853591,TGFB1
4995.541168,-0.113854924,0.197859791,-0.575432345,0.564998934,0.764410323,PRKCSH
8507.094921,-0.249832232,0.225127941,-1.109734452,0.267113472,0.515782195,ACTN4
20232.53038,0.076120327,0.126597382,0.601278842,0.547654279,0.752491204,CALR
6993.780619,0.15520128,0.096715718,1.6047162,0.108556275,0.279691164,BSG
6135.154117,-0.063439599,0.147429059,-0.430305937,0.666973109,0.852243417,CAPNS1
3597.199244,-0.504424998,0.172076,-2.931408194,0.003374291,0.022312498,RPS9
3908.639697,-0.193505813,0.282198723,-0.685707612,0.492897505,0.725115514,MYADM
10920.06284,-0.371751514,0.198876505,-1.86925808,0.061586917,0.194003792,RPL3
4158.219272,-0.042190445,0.1532106,-0.275375495,0.783027769,0.906856893,DDX17
12158.82815,-0.419968481,0.205807771,-2.040586122,0.041291983,0.146600395,LGALS1
8353.378626,0.33817758,0.117811149,2.870505741,0.004098158,0.025808635,CYB5R3
18638.50366,-0.028430058,0.282033906,-0.10080369,0.919706298,0.963863423,MYH9
136578.321,0.947574929,0.698745336,1.356109128,0.175064449,0.382682204,TIMP3
5301.606165,0.270859291,0.263279816,1.028788668,0.303578993,0.557480755,PLXNB2
11675.57516,-0.030319674,0.279326501,-0.108545641,0.913562878,0.963863423,APP
4043.22765,0.225017018,0.241165842,0.933038512,0.350800085,0.602728184,TTC3
21384.13941,-0.361961544,0.23977297,-1.509601122,0.131145235,0.309483677,COL6A2
13125.08919,0.772774912,0.447564302,1.72662321,0.084235355,0.23702395,ADAMTS1
4544.372106,0.406327699,0.173726552,2.338892325,0.019341007,0.084556964,PTTG1IP
23756.31392,-0.431368779,0.256241969,-1.683443117,0.092289342,0.251654959,COL6A1
45254.00807,0.270404014,0.270174248,1.000850437,0.316899121,0.57020284,MT-RNR2
22903.99573,-0.072041603,0.277824627,-0.259306037,0.795399122,0.9119504,MT-ND1
21195.13905,0.113959374,0.290900663,0.3917467,0.695245381,0.870141044,MT-ND2
100870.3367,-0.487447276,0.165336179,-2.948219063,0.003196105,0.021796842,MT-CO1
53685.18349,0.120603189,0.358090703,0.336795086,0.736271377,0.876701457,MT-CO2
4714.426691,-0.670080806,0.352545134,-1.900695091,0.057341962,0.183841805,MT-ATP8
29448.62019,-0.561197373,0.327958594,-1.711183618,0.087047222,0.241375325,MT-ATP6
45049.40845,-0.636129651,0.335156238,-1.898009285,0.057694859,0.183858918,MT-CO3
6316.284197,-0.209015813,0.332062718,-0.629446794,0.529056591,0.745713856,MT-ND3
9569.938494,-0.15527705,0.283916743,-0.546910506,0.584440217,0.776806219,MT-ND4L
88972.41659,-0.178524762,0.274769099,-0.649726488,0.515868911,0.738262327,MT-ND4
43263.92997,-0.06911983,0.236692137,-0.292024191,0.770268128,0.901486371,MT-ND5
9634.175096,-0.033077381,0.270729199,-0.122178846,0.902757379,0.962377883,MT-ND6
44705.13211,0.031317159,0.326293368,0.095978534,0.923537621,0.963863423,MT-CYB
